Number,Title,Color,Fit Type,Waist Line,Length,Fabric,Pattern,Pocket,Occasion,Clothing Detail,Pant Leg Style,Image URL,Product URL
228,Cider Denim Low Rise Seafood Pattern Wide Leg Jens,Multicolor,Oversized,Low Rise,Long,100% Cotton,Conversational,Yes,Daily Casual Vacation,,Wide Leg Trousers,https://img1.shopcider.com/product/1747404329000-AHsrJY.jpg,https://www.shopcider.com/goods/denim-low-rise-sea-fish-star-wide-leg-trousers-114640964?style_id=2161414&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114640964&shopPage=12&shopIndex=241&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B241&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=242&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQ3LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzQ3NDA0MzI5MDAwLUFIc3JKWS5qcGciLCJzcHUiOjExNDY0MDk2NCwic3B1Q29kZSI6IkNEMjAyNTAyMTI1OTU0MjdKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjgwMjEwMC1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2OTU2Yzc5NC0zMWY3LTQ2NzktODM2Yy1lNjBjMjIyYmQ5NDkifQ%3D%3D&activityId=9324&activity_id=9324
229,Cider Denim Mid Rise Washed Pocket Straight Leg Jeans,Blue,Regular,Mid Rise,Long,90% Cotton 10% Polyester,Solid,Yes,Daily Casual,Pocket,Straight Leg Trousers,https://img1.shopcider.com/product/1727183180000-bYf7ez.jpg,https://www.shopcider.com/goods/cider-denim-mid-rise-washed-pocket-straight-leg-jeans-113901756?style_id=2055085&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=113901756&shopPage=12&shopIndex=242&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B242&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=243&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjQ0LjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoyNi45NCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTcyNzE4MzE4MDAwMC1iWWY3ZXouanBnIiwic3B1IjoxMTM5MDE3NTYsInNwdUNvZGUiOiJDRDIwMjQwNzMxNTI0MTUzSk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY4MDIxMDAtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjk1NmM3OTQtMzFmNy00Njc5LTgzNmMtZTYwYzIyMmJkOTQ5In0%3D&activityId=9324&activity_id=9324
230,Cider Denim Mid Rise Rhinestone Detail Solid Pocket Jeans,Blue,Oversized,Mid Rise,Long,80% Cotton 20% Polyester,Solid,Yes,Daily Casual,Pocket Rhinestone,Wide Leg Trousers,https://img1.shopcider.com/product/1724921853000-ZAwe36.jpg,https://www.shopcider.com/goods/cider-denim-mid-rise-diamond-detail-solid-pocket-oversized-jeans-113452389?style_id=2043842&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=113452389&shopPage=12&shopIndex=243&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B243&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=244&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjUyLjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozMS43NCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTcyNDkyMTg1MzAwMC1aQXdlMzYuanBnIiwic3B1IjoxMTM0NTIzODksInNwdUNvZGUiOiJDRDIwMjQwNzA0NTA2NzI3Sk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY4MDIxMDAtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjk1NmM3OTQtMzFmNy00Njc5LTgzNmMtZTYwYzIyMmJkOTQ5In0%3D&activityId=9324&activity_id=9324
231,High Stretch Denim Low Rise Solid Pocket Cropped Legging Jeans,Blue,Slim,Low Rise,Cropped,68% Cotton 28% Polyester 2% viscose 2% spandex,Solid,Yes,Daily Casual,Pocket,Leggings,https://img1.shopcider.com/product/1722431361000-8JZkn5.jpg,https://www.shopcider.com/goods/high-stretch-denim-low-rise-solid-pocket-cropped-legging-jeans-112147140?style_id=2027954&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=112147140&shopPage=12&shopIndex=244&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B244&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=245&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQyLjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzIyNDMxMzYxMDAwLThKWmtuNS5qcGciLCJzcHUiOjExMjE0NzE0MCwic3B1Q29kZSI6IkNEMjAyNDA2MTE0OTU0MTlKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjgwMjEwMC1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2OTU2Yzc5NC0zMWY3LTQ2NzktODM2Yy1lNjBjMjIyYmQ5NDkifQ%3D%3D&activityId=9324&activity_id=9324
232,Cider Denim Low Rise Oversized Wide Leg Jeans,Green Olive,Oversized,Low Rise,Long,100% Cotton,Solid,Yes,Daily Casual,Button Pocket Zipper,Wide Leg Trousers,https://img1.shopcider.com/product/1760961221000-kTX6bQ.jpg,https://www.shopcider.com/goods/cider-denim-low-rise-oversized-wide-leg-jeans-115005731?style_id=2217884&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=115005731&shopPage=12&shopIndex=245&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B245&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=246&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQ5LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzYwOTYxMjIxMDAwLWtUWDZiUS5qcGciLCJzcHUiOjExNTAwNTczMSwic3B1Q29kZSI6IkNEMjAyNTA3MjQ2MzI4MjFKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjgwMjEwMC1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2OTU2Yzc5NC0zMWY3LTQ2NzktODM2Yy1lNjBjMjIyYmQ5NDkifQ%3D%3D&activityId=9324&activity_id=9324
233,Cider Denim Mid Rise Pocket Pleated Baggy Jeans,Black,Oversized,Mid Rise,Long,91% Cotton 6% Polyester 3% Viscose,Solid,Yes,Work,Button Pleated Pocket,Wide Leg Trousers,https://img1.shopcider.com/product/1732785284000-TTRMNs.jpg,https://www.shopcider.com/goods/cider-denim-mid-rise-pocket-wide-leg-jeans-114195070?style_id=2101894&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114195070&shopPage=12&shopIndex=246&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B246&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=247&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4i%20WNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM5LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzM1Nzg2ODQ1MDAwLVc1OHQ1NC5qcGciLCJzcHUiOjExNDE5NTA3MCwic3B1Q29kZSI6IkNEMjAyNDEwMDc1NjE1MDdKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjgwMjEwMC1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2OTU2Yzc5NC0zMWY3LTQ2NzktODM2Yy1lNjBjMjIyYmQ5NDkifQ%3D%3D&activityId=9324&activity_id=9324
234,Cider Denim Low Rise Straight Leg Jeans,Blue,Oversized,Low Rise,Long,86% Cotton 8% Viscose 6% Polyester,Solid,Yes,Daily Casual,Button Pocket,Straight Leg Trousers,https://img1.shopcider.com/product/1735305805000-JXDGjm.jpg,https://www.shopcider.com/goods/cider-denim-low-rise-straight-leg-jeans-114338034?style_id=2114932&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114338034&shopPage=12&shopIndex=247&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B247&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=248&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iue6ouS6uuinhumikSIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM5LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzQ3MTA4NzY2MDAwLTZuNGZ4aV8zNjAubXA0Iiwic3B1IjoxMTQzMzgwMzQsInNwdUNvZGUiOiJDRDIwMjQxMTEzNTc4ODM3Sk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY4MDIxMDAtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjk1NmM3OTQtMzFmNy00Njc5LTgzNmMtZTYwYzIyMmJkOTQ5In0%3D&activityId=9324&activity_id=9324
235,Cider Denim Low Rise Solid Lettuce Trim Pocket Baggy Jeans,Blue,Oversized,Low Rise,Long,85% Cotton 15% Polyester,Solid,Yes,School Holiday,Lettuce Trim Pocket,Wide Leg Trousers,https://img1.shopcider.com/product/1727096101000-AefPNs.jpg,https://www.shopcider.com/goods/cider-denim-low-rise-solid-lettuce-trim-pocket-wide-leg-trousers-jeans-113901570?style_id=2054879&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=113901570&shopPage=12&shopIndex=248&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B248&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=249&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4i%20WNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjQyLjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozOC42MSwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTcyNzY2NzA3NzAwMC1QSmozZk4uanBnIiwic3B1IjoxMTM5MDE1NzAsInNwdUNvZGUiOiJDRDIwMjQwODAxNTI1MDUwSk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY4MDIxMDAtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjk1NmM3OTQtMzFmNy00Njc5LTgzNmMtZTYwYzIyMmJkOTQ5In0%3D&activityId=9324&activity_id=9324
236,Cider Denim Low Rise Solid Pocket Straight Leg Jeans,Black,Oversized,Low Rise,Long,80% Cotton 20% Polyester,Solid,Yes,School,Pocket,Straight Leg Trousers,https://img1.shopcider.com/product/1721907230000-5jmk8X.jpg,https://www.shopcider.com/goods/cider-denim-mid-rise-solid-pocket-straight-leg-jeans-111829414?style_id=2024837&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=111829414&shopPage=12&shopIndex=249&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B249&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=250&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjQyLjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoxNy4xNiwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTcyMTkwNzIzMDAwMC01am1rOFguanBnIiwic3B1IjoxMTE4Mjk0MTQsInNwdUNvZGUiOiJDRDIwMjQwNjExNDk1NDI5Sk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY4MDIxMDAtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjk1NmM3OTQtMzFmNy00Njc5LTgzNmMtZTYwYzIyMmJkOTQ5In0%3D&activityId=9324&activity_id=9324
237,High Stretch Cider Denim Mid Rise Solid Pocket Flared Jeans,Blue,Regular,Mid Rise,Long,29% Polyester 60% Cotton 9% viscose 2% spandex,Solid,Yes,Work,Pocket Zipper,Flared Trousers,https://img1.shopcider.com/product/1716606412000-maGHtf.jpg,https://www.shopcider.com/goods/cider-denim-mid-rise-solid-pocket-flared-trousers-109924538?style_id=1173465&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=109924538&shopPage=12&shopIndex=250&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B250&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=251&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjQ0LjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoyNi45NCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTcxNjYwNjQxMjAwMC1tYUdIdGYuanBnIiwic3B1IjoxMDk5MjQ1MzgsInNwdUNvZGUiOiJDRDIwMjQwNDAxNDY1Nzk2Sk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY4MDIxMDAtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjk1NmM3OTQtMzFmNy00Njc5LTgzNmMtZTYwYzIyMmJkOTQ5In0%3D&activityId=9324&activity_id=9324
238,Cider Denim Low Rise Solid Pocket Wide Leg Jeans,Blue,Regular,Low Rise,Long,85% Cotton 15% Polyester,Solid,Yes,School Daily Casual,Pocket,Wide Leg Trousers,https://img1.shopcider.com/product/1717771219000-kWRfhe.jpg,https://www.shopcider.com/goods/denim-mid-rise-solid-wide-leg-jeans-110229651?style_id=2004714&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=110229651&shopPage=12&shopIndex=251&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B251&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=252&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4i%20WNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsIm9yaWdpbmFsUHJpY2UiOjQ3LjkwLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozOC4zMiwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTcyNDY0MDY3MTAwMC1jS0ZLWGouanBnIiwic3B1IjoxMTAyMjk2NTEsInNwdUNvZGUiOiJDRDIwMjQwNTA3NDc4NDQ2Sk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY4MDIxMDAtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjk1NmM3OTQtMzFmNy00Njc5LTgzNmMtZTYwYzIyMmJkOTQ5In0%3D&activityId=9324&activity_id=9324
239,Ripped Mid Rise Straight Leg Jeans,Black,Oversized,Mid Rise,Long,97% Cotton 3% Polyester,Solid,Yes,School Work,Ripped,Straight Leg Trousers,https://img1.shopcider.com/product/1665308046000-trN5nt.jpg,https://www.shopcider.com/goods/ripped-high-waist-straight-leg-jeans?style_id=127171&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=1025886&shopPage=12&shopIndex=252&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B252&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=253&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4i%20WNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM5LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNjY1NjIzMTQ4MDAwLXJtNTVKRC5qcGciLCJzcHUiOjEwMjU4ODYsInNwdUNvZGUiOiJDRDIwMjIwODI2MTY2NTUySk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY4MDIxMDAtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjk1NmM3OTQtMzFmNy00Njc5LTgzNmMtZTYwYzIyMmJkOTQ5In0%3D&activityId=9324&activity_id=9324
240,Cider Denim Low Rise Rhinestone Wide Leg Jeans,Navy,Oversized,Low Rise,Long,76% Cotton 9% Polyester 9% Viscose 6% Lyocell,Solid,Yes,Music Festival/Live House,Rhinestone,Wide Leg Trousers,https://img1.shopcider.com/product/1756205646000-SMEWJe.jpg,https://www.shopcider.com/goods/cider-denim-low-rise-rhinestone-wide-leg-jeans-114848377?style_id=2195817&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=114848377&shopPage=12&shopIndex=253&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B253&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=254&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjQ3LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNzU2MjA1NjQ2MDAwLVNNRVdKZS5qcGciLCJzcHUiOjExNDg0ODM3Nywic3B1Q29kZSI6IkNEMjAyNTA1Mjc2MTk1NjJKTiIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNjgwMjEwMC1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDoxMjUwNjE6Q29udHJvbCIsInRyYWNraW5nSWQiOiI2OTU2Yzc5NC0zMWY3LTQ2NzktODM2Yy1lNjBjMjIyYmQ5NDkifQ%3D%3D&activityId=9324&activity_id=9324
241,Solid Mid Waist Button Pocket Jeans,Black,Regular,High Rise,Cropped,98% Cotton 2% spandex,Solid,Yes,School Daily Casual,Button Pocket,Straight Leg Trousers,https://img1.shopcider.com/product/1687184679000-HMDceD.jpg,https://www.shopcider.com/goods/solid-middle-waist-button-pocket-jeans-1041305?style_id=146336&ciderListName=Jeans&selectSkuIndex=0&moduleTitle=1&p=1041305&shopPage=12&shopIndex=255&navTitle=&navId=&listSource=activity-9324%3Bproduct-waterfall%3B255&listId=125061&listAttribute=&operationContent=&operationImage=&linkUrl=&operationpageTitle=&operationPosition=&operationType=&productPosition=256&strategyNameList=&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjEyNTA2MSwibGlzdFRpdGxlIjoiSmVhbnMiLCJsaXN0VHlwZSI6MiwibW9kdWxlSWQiOjMsIm1vZHVsZVR5cGUiOiJCU19IT1RfUkVDQUxMLENPTExFQ1RJT05fT0ZGTElORSIsInByb2R1Y3RQcmltYXJ5SW1hZ2VGbGFnIjp0cnVlLCJzYWxlUHJpY2UiOjM0LjkwLCJzY2VuZSI6IkJFU1RfU0VMTEVSIiwic2tjRmlyc3RJbWciOiIxNjg3MTg0Njc5MDAwLUhNRGNlRC5qcGciLCJzcHUiOjEwNDEzMDUsInNwdUNvZGUiOiJDRDIwMjMwNTEwMzA5MzYySk4iLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzY4MDIxMDAtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6MTI1MDYxOkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiNjk1NmM3OTQtMzFmNy00Njc5LTgzNmMtZTYwYzIyMmJkOTQ5In0%3D&activityId=9324&activity_id=9324
